Contig	allgenomes_nodup_sl_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Mean
PRET1608S25F02_ctg_6801	0	0	0	0.052232478	0.05677226	0.014716887	0.029982539	0.0075330506	0	0.036517836	0	0.015066101	0	0	0	0	0	0.0075330506	0	0.029982539	0	0.015066101	0.0075330506	0	0	0	0	0.014966326	0.014417561	0.036368173	0.06660015	0.030032426	0.0075330506	0	0	0	1.254228	1.0219506	2.611125	0.22369668	0.045148417	1.2821652	0.050586183	0.0075330506	0.07523073	0.067398354	0.075031176	0.36423048	0.043851335	0.08231479	0.08246446	0	0	0.037615366	0	0	0	0.007433275	0	0	0	0	0	0.015016213	0.049837865	0	0	0	0
PRET1608S25F02_ctg_7075	0	0	0	0.00769819	0.0022941625	0.0022941625	0.01391792	0	0	0.03074178	0	0	0	0	0	0	0	0	0	0	0	0.011164925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0578129	0.036451694	0.12939078	0	0	0.03843997	0	0	0	0	0.02304359	0.046036195	0	0	0.015345399	0	0	0	0.008157022	0	0.0020392556	0	0.0036706603	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_7344	0	0	0	0.015694018	0	0.015694018	0	0	0.031076236	0.05482513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_8035	0.015415733	0.039140657	0.024435576	0.10665282	0.09856229	0.024107583	0.082326576	0.008254523	0.05515771	0.1133767	0.015415733	0.039249986	0	0.023068933	0.008199858	0	0	0.02082764	0	0	0.016454382	0.02465424	0	0	0.008254523	0	0.03793801	0	0	0	0.0077078664	0	0	0	0.023232931	0.022248948	0.079483956	0.124200515	0.09074509	0.016399715	0.016235719	0.03881266	0.31203192	0.022467611	0.25714755	0.024763571	0.03296343	0.1459028	0.014869075	0	0.033018094	0	0	0.008090527	0.008254523	0	0.008254523	0.016071722	0.003881266	0	0	0	0	0.007871863	0	0	0.037227355	0.009730498	0.05810966
PRET1608S25F02_ctg_8102	0	0	0	0.08288961	0.0247022	0.015589833	0.03310095	0.04473843	0.003019158	0.108415216	0	0.008288961	0	0	0	0	0	0	0	0	0	0	0	0	0.016577922	0	0.008288961	0	0	0	0.008288961	0	0	0	0	0	0.024757095	0.0653236	0.1676456	0.016468134	0.008288961	0.024866883	0	0	0	0	0	0	0.008234067	0	0	0	0	0	0	0	0.016577922	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_8936	0	0	0	0.035042934	0.09607798	0.11093061	0.23770016	0.048445117	0	0.13123694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0087607335	0	0.01746345	0.017173357	0	0	0	0	0	0.03457879	0	0	0.15293571	0.034636807	0.12856811	0.035042934	0.01740543	0.03666744	0.024367603	0.042701323	0.104142494	0	0.016941285	0.026224181	0.01740543	0	0	0	0	0	0	0	0	0.02355535	0	0	0	0.017521467	0	0.01740543	0	0.008238571	0.008644697	0.01746345	0.026224181
PRET1608S25F02_ctg_10868	0	0	0	0.048653178	0.04833097	0.0369893	0.08370924	0	0.038729217	0.01946127	0	0	0	0	0	0	0	0	0	0.038729217	0	0.07649182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01946127	0	0.017463591	0	0	0.03892254	0.0021265626	0	0.046204407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009730635	0	0.01939683	0	0.012759376	0	0	0	0
PRET1608S25F02_ctg_11300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02847373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_11373	0.2668339	0.108727224	0.09948508	0.9858067	0.97550833	0.3931212	1.0898468	0.31575125	0.7721151	0.37351465	0.00944019	0.06891999	0.04977555	0	0	0.019804595	0.07968049	0.077634014	0.01973858	0.0099022975	0	0	0	0	0.048653286	0.029640876	0.03960919	0.019936625	0	0	0.019804595	0	0	0	0	0	0.6351333	0.44144443	0.4039477	0	0.009968312	0.029508846	0	0	0	0.61526275	0.6318986	0.9597307	0.46626619	0.39147082	0.6613414	0.019936625	0.059677847	0.09908899	0.07565355	0.0974386	0.2374571	0.13612358	0.070834436	0.097570635	0.22009507	0.112490095	0.07968049	0	0	0	0	0	0.0099022975
PRET1608S25F02_ctg_11529	0.20542662	0.096628316	0.054266144	0.31262884	0.36802554	0.15628117	0.30770767	0.016093636	0.01795571	0.10720223	0.010041896	0.05014298	0.010041896	0.02227838	0.0682982	0.008179823	0	0.03391634	0.010041896	0.009908891	0	0	0	0	0.010041896	0	0	0	0	0	0	0	0	0	0	0	0.010041896	0.008379331	0.028463123	0	0	0.009975394	0	0	0	0.058788322	0.039635565	0.07720955	0.020083793	0.010041896	0.009975394	0	0	0	0.047948394	0.016226642	0.037973	0.12868258	0.06231296	0.056859747	0.02001729	0	0.039835073	0.00784731	0	0	0	0	0
PRET1608S25F02_ctg_13016	0.02116778	0	0	0	0	0	0	0	0	0.021025714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_17125	0	0	0	0.481236	0.33435506	0.20478834	0.37378842	0.16104713	0.24065943	0	0	0.01250932	0	0.035042666	0.01250932	0	0.01226079	0.02501864	0	0	0	0.01250932	0	0	0	0.03752796	0.012343634	0.05003728	0.062380914	0	9.983266	5.976307	4.045067	3.3439648	5.394251	5.2570624	0	0	0.03752796	0.0989976	0.13735399	0.6784028	0.5285395	0.62629443	4.955099	0	0	0.024935797	0.01250932	0.01250932	0.01250932	0	0	0	0	0	0	0	0	0	0	0	0	14.880872	16.983265	3.2537487	3.6195014	0.9628863	2.0995774
PRET1608S25F02_ctg_18832	0	0.012876664	0.026278907	0.080588646	0.026366504	0	0.09232656	0.013139454	0.07016468	0.0264541	0	0	0	0	0	0	0	0.012789068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40259284	0.29738963	0.38139454	0	0.01322705	0.03959355	0	0	0	0	0.052733008	0.12596355	0.010423967	0.013139454	0.039330766	0	0	0	0.010511563	0	0	0.039505955	0.026366504	0	0	0	0	0	0.013139454	0	0	0	0
PRET1608S25F02_ctg_21380	0	0.014203744	0	0	0.014015615	0.027937165	0.056814976	0	0	0	0	0	0.056814976	0	0	0	0	0.028313423	0	0.028407488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014203744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010158969	0	0	0	0	0
PRET1608S25F02_ctg_22593	0.043254778	0.043933664	0.014644555	1.1147318	0.73436135	0.42178255	1.095626	0.88827467	1.0034914	0.27397925	0.02628261	0.053922996	0	0	0.07322277	0.0383086	0.3624285	0.14305112	0.014644555	0.029192125	0	0.041218117	0	0	0.17437688	0.029095141	0.014644555	0.014547571	0	0	0.02928911	0	0	0	0	0.014644555	0.0116380565	0	0.014547571	0.028319271	0	0.15439822	0.029095141	0	0.086024635	0	0	0	0	0	0.014644555	0	0	0.02599166	0.52283967	0.6490156	1.0016488	0.40151295	0.1933857	0.1605082	0.101639025	0.029192125	0.12316943	0.061099797	0.038405586	0	0.19745903	0.16623025	0.23906508
PRET1608S25F02_ctg_30496	0.0677535	0.017458666	0	0.034686092	0.032951787	0.03480171	0	0	0.016302463	0.06971905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06555671	0.017458666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008671523	0	0	0.016533703	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_35448	0	0.019135725	0	0	0	0.038017996	0.056139905	0.114560895	0.19047016	0.019135725	0	0.01850209	0.095044985	0.2396401	0.15105817	0.13306299	0.726017	2.6828032	0	0.038017996	0	0.1074642	0.019135725	0.019135725	2.1734889	0.64072996	1.448739	0	0	0	0.036624003	0.12850082	0.019008998	0.15017109	0.2244329	1.0604486	0	0	0	0.037511088	0	0.019135725	0.4179445	0.057407174	0.28589532	0	0	0	0	0	0	0.03789127	0.16132303	0.24508934	0	0	0	0	0	0	0	0	0	0.08516031	0.085287035	0.019135725	0.7778482	0.43239135	1.3465974
PRET1608S25F02_ctg_36439	0	0	0	0	0	0	0	0.015715573	0	0.019451244	0	0	0	0	0	0	0	0	0	0	0.019322427	0	0	0	0	0	0	0	0	0	0.019322427	0	0	0	0	0	0.09197475	0.019322427	0.09326291	0	0	0.019451244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_41269	0	0	0	0	0.019113574	0	0.02063712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_41633	0	0	0	0	0	0.01921738	0	0	0	0.042055424	0.021027712	0.103885256	0	0	0.021027712	0	0	0	0.08369308	0.14009191	0.021027712	0.042055424	0	0.020888455	0	0	0.04177691	0	0	0	0	0	0	0	0.020888455	0.042055424	0.0207492	0.019078122	0	0	0	0.04191617	0	0	0.04191617	0	0	0	0	0	0.01921738	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04191617	0	0	0	0
PRET1608S25F02_ctg_59449	0.33784252	0.54630595	0.4372182	1.6569545	1.3983698	0.51404786	1.1064863	0.5974679	0.60787374	0	0	0.10371141	0	0	0	0	0.03728755	0.026014568	0	0	0	0	0	0	0	0.052376	0	0	0	0	0	0	0	0	0	0	2.4236906	2.4736385	2.0839403	0.052376	0	0	0	0	0	0.7349983	0.5405827	1.1063129	0.2875477	0.209504	0.7285813	0	0	0	0.38293445	0.3638571	1.0378078	0.15313908	0.090877555	0	0.69545615	0.48508498	0.38085327	0	0	0	0.07873742	0	0
PRET1608S25F02_ctg_74387	0	0	0	0.08014354	0	0	0	0	0.029704943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059808612	0	0	0	0	0	0	0	0	0	0.027113238	0.024122806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F07_ctg_948	0.0035546627	0.013059521	0.0017193748	0.028785039	0.013967506	0.017676719	0.10391592	0.12404613	0.1507061	0.0066649923	0.0055831387	0.0069740936	0	0.007572977	0.0027239535	0.106697835	1.0198791	0.56291175	0.02107683	0.014315245	0.010663988	0.024457624	0.011050364	0.0071093254	0.28587988	0.11502425	0.32036397	0.0160153	0.042617314	0.02076773	0.03877287	0.037266	0.002762591	0.1444468	0.3532639	1.8864247	0.0016034619	0.0053706313	0	0.010528756	0.024670132	0.08119699	2.7099667	0.5851477	3.2778819	0.0035546627	0.002665997	0.0017773313	0	0	0.0038058073	0.093754224	0.24650812	0.5180728	0.0005602457	0.0013523173	0	0.010393525	0.0044433284	0	0.0025887217	0.0025114464	0	0.1854027	0.058265556	0.026041767	1.9146495	3.2502947	2.6568592
PRET1608S25F07_ctg_20935	0	0	0	0.2549812	0.084962405	0.15516917	0.09906015	0.014191729	0.09906015	0.084962405	0	0.056766916	0	0	0	0	0.07086466	0.014191729	0	0.028289475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3531955	0.11174812	0.39595863	0.028289475	0.042575188	0.35394737	0	0	0.028101504	0.028289475	0.08486842	0.19802631	0.02819549	0	0.02819549	0	0	0	0	0	0.028007519	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F07_ctg_53442	0.02381333	0	0	0.023653507	0.07143999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02413297	0	0	0.0479463	0	0	0	0	0	0	0	0	0	0.027808854	0	0	0	0.021895478	0	0	0	0	0	0
CPS_scaf_721	0.016880356	0.014586689	0.015385606	0.21555312	0.18123832	0.0763224	0.18531023	0.02292378	0.056285035	0.03272985	0	0.008916951	0.0019457509	0.01007667	0.011120417	0.011648734	0.012950197	0.010965789	0	0.005721281	0.0019328651	0.0055022226	0	0	0.004948135	0	0.008208234	0	0	0	0.0053475937	0.0019328651	0.0037884158	0	0	0.0037626442	0.025449391	0.027176084	0.049326718	0.0032987564	0.0019457509	0.02365827	0	0	0.007447974	0.0038915018	0.005721281	0.0017009213	0.013053283	0.0054249084	0.008543264	0.024379872	0.04597642	0.059751306	0.0034791573	0.009471039	0.013504284	0.012473423	0.005025449	0.011262161	0.0019457509	0.0019457509	0	0.017009214	0.009638554	0.0056697377	0.0020617228	0	0
CPS_scaf_6185	0.010317237	0	0	0.15896969	0.13812464	0.07327344	0.125	0.018528916	0.07390511	0.049059518	0	0.01923077	0.00982594	0.009966311	0.019932622	0	0	0	0	0	0.010597979	0	0	0	0.008001123	0	0	0	0	0	0.020774845	0	0	0	0	0	0.052989893	0.028775968	0.028916338	0.010527793	0	0.019441325	0	0	0.010527793	0.0027372262	0	0	0	0	0	0	0.00982594	0.037057832	0.021195957	0.010457608	0.010527793	0	0	0	0	0.0190904	0	0	0.019160584	0	0	0.008913532	0
CPS_scaf_9588	0	0	0	0.0025871128	0	0	0	0	0	0	0	0	0	0	0.011156925	0.035330262	0.034845177	0.12895142	0	0	0	0.012207939	0	0	0.12102838	0.071064755	0.13129598	0	0	0	0	0	0	0	0.023526559	0.024415879	0	0	0	0	0	0	0	0.012207939	0.012207939	0	0	0	0	0	0	0.010186757	0	0	0	0	0	0	0	0	0	0	0	0	0.048427522	0	0.02433503	0.024415879	0.02409249
CPS_scaf_16246	0	0	0	0.06431918	0.33622035	0.062047422	0.29390883	0.14851625	0.48729235	0	0	0	0	0.021439727	0.020303847	0	0.069004685	0	0	0	0	0	0	0	0.021439727	0	0	0	0	0	0.19167969	0.11287803	0.12849638	0	0	0.021439727	0.021439727	0.021439727	0.06431918	1.8594348	1.8321738	5.093426	0.18756212	0.08533295	0.41928154	0	0.020303847	0.021439727	0.10719863	0.36305553	0.5311657	0.021439727	0.08348715	0.16967201	0	0	0.1933835	0	0	0.061337497	0	0	0	0.1754934	0.17336363	0.12040324	0	0	0
CPS_scaf_26434	0	0	0.03013972	0.35988024	0.28582835	0.06027944	0.28423154	0.20419161	0.2808383	0.058483034	0	0.06027944	0.059880238	0	0.12035928	0	0.06027944	0	0	0	0	0	0	0	0.04171657	0	0.06027944	0	0	0.027944112	0.50938123	0.33992016	0.19401197	0	0	0	0.055888224	0.11916168	0	2.2383235	1.3988024	5.839521	0.31876248	0.06027944	1.0982035	0	0	0.06027944	0.40279442	0.12035928	0.6325349	0	0.059081838	0.23433134	0.15249501	0	0.16367266	0	0.059081838	0.054091815	0	0	0	0.35588822	0.28223553	0.093413174	0	0	0.06007984
CPS_scaf_39809	0	0	0	0.056807052	0.029578844	0.029578844	0.056023505	0.05523996	0.029578844	0	0	0	0.08383937	0	0.029578844	0.43349656	0.8052889	0.52850145	0	0.054848187	0	0.085798234	0.029382957	0	0.7222331	0.26562193	1.0822723	0	0	0	0	0	0.05621939	0.05857003	0.088736534	0.19902056	0.20450538	0.022331048	0.38609207	0	0	0.029578844	0	0	0.08266406	0	0	0	0	0	0	0.028599413	0.08462292	0.14436826	0	0	0	0	0	0	0	0	0.025269344	0	0.09089129	0	0.11831538	0.33281097	0.09676787
PRET1907S03F02_scaf_145	0.003685039	0	0.0061742705	0.7825461	0.70097494	0.43640867	2.11808	2.205191	4.2115235	0.017522238	0.011714031	0.012800019	0.11672544	0.13446732	0.16487499	0.15056191	0.638073	1.0202556	0.050077483	0.012153307	0.008931949	0.0236355	0.012519371	0.014227667	0.14064158	0.073773995	0.16126317	0.007040621	0.0038436665	0.011823851	0.31460714	0.25381622	0.21228021	0.14602272	0.14607152	0.2007004	0.009188193	0.009639671	0.010188767	0.39056534	0.2761339	0.46618184	0.5041914	0.18470342	0.51374567	0	0.0028796992	0.011091723	0.006101058	0.0018425195	0.00888314	0	0.012848828	0.020170098	0.015557698	0.0145815285	0.007187046	0.013471136	0.02917526	0.06481764	0.0017082962	0.0055153565	0.0049174526	0.7357876	0.4868156	0.40070528	0.3535807	0.39465302	0.42862374
PRET1907S03F02_scaf_7719	0	0	0	0	0	0	0	0	0	0.017139614	0	0	0	0	0	0	0	0	0.03416572	0	0	0.034279227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1907S03F02_scaf_14433	0	0	0	0	0	0	0	0	0	0.056490835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1907S03F02_scaf_27906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBE_scaf_134	0.0017094818	0	0	0.0101398025	0.009554364	0.005304077	0.017481208	0.0051752804	0.011661944	0.013148959	0	0.0017563169	0	0	0.0017680257	0	0	0.0017680257	0	0	0	0.0044844626	0	0	0	0	0.0013816359	0	0	0	0	0	0	0	0	0	0.01457743	0.02205934	0.015748309	0	0	0	0	0	0	0	0.0016860642	0.0035243426	0	0.0017680257	0	0	0.0028569421	0	0.0017797344	0.004613259	0	0.0017680257	0	0	0	0.0017680257	0	0.0009835374	0	0	0	0	0
YBE_scaf_574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014075278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBE_scaf_890	0	0	0	0	0	0	0	0	0	0	0	0.013030365	0	0.0044215396	0	0	0	0	0	0	0.0044215396	0.012591139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045386665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBE_scaf_1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026434343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004840091	0.002159425	0	0	0	0	0	0	0	0	0	0
YBE_scaf_1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBE_scaf_1407	0.0013056251	0	0	0	0	0	0.001196823	0	0.0025387155	0	0.0018133682	0	0.0013781597	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011242883	0	0	0.0012330903	0	0	0	0	0	0	0.0016682987	0.0051499656	0	0	0	0.012838647	0.011678091	0	0.05226127	0	0	0	0	0	0	0	0.0012693577	0	0	0	0	0	0	0	0	0	0	0.0021397744	0.013128785	0.0015594966	0	0	0
YBE_scaf_1576	0	0	0	0.030667538	0.020906191	0	0.027362514	0	0.0054955613	0.010683679	0.004995965	0	0	0	0	0	0	0	0	0	0	0.0058030053	0.0058030053	0	0	0	0.0058030053	0.0058030053	0	0	0.00096076244	0	0	0	0	0	0.022635564	0.033511396	0.07224934	0	0	0.031359285	0.010376235	0.0052649784	0	0	0.0054955613	0.01614081	0	0	0	0	0	0	0	0	0	0	0	0	0.0052649784	0	0	0.0058030053	0.004765382	0.004765382	0	0	0
YBE_scaf_1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBE_scaf_1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBE_scaf_2321	0	0	0	0	0.005458267	0.0054127816	0.005776666	0	0	0	0	0.005458267	0	0.005367296	0	0	0	0	0.005776666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054127816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
